decision_date,trade_date,stock_id,stock_name,source,current_status,decision,decision_level,action,candidate_grade,reason,risk_flags,positive_signals,warning_signals,blocking_risks,momentum_signal,confidence_score,total_score,multi_factor_score,final_market_score,liquidity_score,sector_strength_score,event_risk_level,position_size_suggestion,can_auto_trade,requires_manual_review,review_level,review_reason,data_quality_flags,investment_risk_flags,data_quality_note
2026-05-30,2026-05-29,02001L,富邦蘋果正二N,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,流動性偏低；未通過既有風控,,流動性偏低,未通過既有風控,動能分數偏強,50.0,82.45,62.33,61.4,50.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：流動性偏低；未通過既有風控；資料不足：基本面資料不足；估值資料不足；財報資料不足,基本面資料不足；估值資料不足；財報資料不足,流動性偏低,基本面資料不足；估值資料不足；財報資料不足；市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；基本面資料不足，採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料
2026-05-30,2026-05-29,3257,虹冠電,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,產業弱勢；融資連增但股價不漲；月營收 YoY 明顯衰退；未通過既有風控,短線相對強勢；流動性佳,產業弱勢；融資連增但股價不漲；月營收 YoY 明顯衰退,未通過既有風控,5 日相對強勢；動能分數偏強,90.0,82.45,61.52,61.6,75.0,43.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：產業弱勢；融資連增但股價不漲；月營收 YoY 明顯衰退；未通過既有風控,,產業弱勢；融資連增但股價不漲；月營收 YoY 明顯衰退,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料
2026-05-30,2026-05-29,6141,柏承,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,產業弱勢；PE 為空或負值；PB 偏高；EPS 為負；未通過既有風控,短線相對強勢；營收動能正向；流動性佳,產業弱勢；PE 為空或負值；PB 偏高；EPS 為負,未通過既有風控；注意股,5 日相對強勢；動能分數偏強,90.0,82.45,61.69,63.97,92.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：產業弱勢；PE 為空或負值；PB 偏高；EPS 為負；未通過既有風控,,產業弱勢；PE 為空或負值；PB 偏高；EPS 為負,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料；EPS 為負；PE 為空或負值；PB 偏高
2026-05-30,2026-05-29,3528,安馳,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,產業弱勢；融資連增但股價不漲；未通過既有風控,短線相對強勢；營收動能正向；流動性佳,產業弱勢；融資連增但股價不漲,未通過既有風控；注意股,5 日相對強勢；動能分數偏強,90.0,82.45,66.92,65.17,92.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：產業弱勢；融資連增但股價不漲；未通過既有風控,,產業弱勢；融資連增但股價不漲,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料
2026-05-30,2026-05-29,8110,華東,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,未通過既有風控；注意股,短線相對強勢；營收動能正向；流動性佳,,未通過既有風控；注意股,5 日相對強勢；動能分數偏強,90.0,82.45,66.64,65.17,92.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：未通過既有風控；注意股,,,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料
2026-05-30,2026-05-29,2356,英業達,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲,未通過既有風控,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,69.07,67.8,92.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；未通過既有風控,,融資連增但股價不漲,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料
2026-05-30,2026-05-29,2324,仁寶,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；融資使用偏高；未通過既有風控,短線相對強勢；營收動能正向；流動性佳,融資連增但股價不漲；融資使用偏高,未通過既有風控,5 日相對強勢；動能分數偏強,90.0,82.45,65.58,68.4,92.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；融資使用偏高；未通過既有風控,,融資連增但股價不漲；融資使用偏高,市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料
2026-05-30,2026-05-29,6770,力積電,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；融資使用偏高；PE 偏高；未通過既有風控,相對強勢；短線相對強勢；產業 / 相對強弱偏強；營收動能正向；流動性佳,融資連增但股價不漲；融資使用偏高；PE 偏高,未通過既有風控；注意股,20 日相對強勢；5 日相對強勢；動能分數偏強,90.0,82.45,66.57,63.17,92.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；融資使用偏高；PE 偏高；未通過既有風控,,融資連增但股價不漲；融資使用偏高；PE 偏高,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料；PE 偏高
2026-05-30,2026-05-29,9105,泰金寶-DR,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,融資連增但股價不漲；融資使用偏高；未通過既有風控,營收動能正向；流動性佳,融資連增但股價不漲；融資使用偏高,未通過既有風控,動能分數偏強,70.0,82.31,63.82,66.19,92.0,78.0,NONE,0.0,False,True,RISK_REVIEW,投資風險：融資連增但股價不漲；融資使用偏高；未通過既有風控；資料不足：估值資料不足；財報資料不足,估值資料不足；財報資料不足,融資連增但股價不漲；融資使用偏高,估值資料不足；財報資料不足；市場事件資料不足，採中性處理；基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；估值資料不足，採中性分數；使用快取 / 非當日資料
2026-05-30,2026-05-29,2369,菱生,candidate,CANDIDATE,NO_TRADE,HIGH_RISK,no_action,D,不交易名單，風險或資料條件不符合；未通過既有風控,產業弱勢；融資連增但股價不漲；PE 為空或負值；未通過既有風控,短線相對強勢；營收動能正向；流動性佳,產業弱勢；融資連增但股價不漲；PE 為空或負值,未通過既有風控；注意股,5 日相對強勢；動能分數偏強,90.0,82.25,66.45,63.46,92.0,78.0,MEDIUM,0.0,False,True,RISK_REVIEW,投資風險：產業弱勢；融資連增但股價不漲；PE 為空或負值；未通過既有風控,,產業弱勢；融資連增但股價不漲；PE 為空或負值,基本面資料不足，採中性分數；估值資料不足，採中性分數；價格資料不足，動能採中性分數；使用快取 / 非當日資料；PE 為空或負值
2026-05-30,2026-05-29,2376,技嘉,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,6206,飛捷,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,1256,鮮活果汁-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,3048,益登,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,8926,台汽電,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,2030,彰源,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,2425,承啟,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,6579,研揚,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,3059,華晶科,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,4562,穎漢,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,2478,大毅,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,6902,GOGOLOOK,position,OPEN,REDUCE,CAUTION,reduce_risk,-,持倉風險升高，需人工檢查部位風險,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
2026-05-30,2026-05-29,4571,鈞興-KY,position,OPEN,HOLD,INFO,review_holding,-,持倉未觸發出場檢查，維持觀察,,,,,,50.0,0.0,50.0,50.0,50.0,50.0,NONE,0.1,False,True,STANDARD_REVIEW,一般人工確認,,,資料品質已檢查；仍需人工確認
