signal_date,planned_entry_date,actual_entry_date,entry_price_source,trade_date,stock_id,stock_name,entry_price,entry_price_raw,slippage_rate,shares,original_shares,remaining_shares,position_value,entry_slippage,buy_slippage_cost,entry_commission,buy_commission,exit_price,exit_price_raw,exit_slippage,sell_slippage_cost,exit_commission,sell_commission,exit_tax,sell_tax,total_cost,realized_pnl_after_cost,realized_pnl_pct_after_cost,last_exit_realized_pnl_after_cost,partial_exit_1_done,partial_exit_2_done,highest_price_since_entry,highest_pnl_pct_since_entry,trailing_stop_price,stop_loss_price,suggested_position_pct,status,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,holding_days,stop_loss_hit,exit_date,realized_pnl,realized_pnl_pct,exit_reason
2026-05-11,NEXT_AVAILABLE_TRADING_DAY,2026-05-12,OPEN,2026-05-12,2357,華碩,686.686,686.0,0.001,130,130.0,0.0,0.0,0.686,89.18,127.21,127.21,640.359,641.0,0.641,83.33,33.22,33.22,249.74,249.74,582.68,-6432.68,-0.071957,-6432.68,False,False,686.686,0.0,,644.43,0.1,CLOSED,641.0,0.0,0.0,0.0,3.0,True,2026-05-15,-6432.68,-0.071957,stop_loss
2026-05-12,NEXT_AVAILABLE_TRADING_DAY,2026-05-13,OPEN,2026-05-13,1256,鮮活果汁-KY,199.199,199.0,0.001,253,253.0,253.0,50397.35,0.199,50.35,20.11,20.11,,,,0.0,,0.0,,0.0,70.46,0.0,,0.0,False,False,199.199,0.0,,175.07,0.1,OPEN,184.0,46552.0,-3845.35,-0.076301,8.0,False,,,,
2026-05-12,NEXT_AVAILABLE_TRADING_DAY,2026-05-13,OPEN,2026-05-13,3048,益登,46.2462,46.2,0.001,4,4.0,1.0,46.25,0.0462,0.18,1.0,1.0,56.0439,56.1,0.0561,0.16,1.0,2.0,0.17,0.48,3.82,15.97,0.085869,0.0,True,True,74.5,0.610943,68.54,43.15,0.1,OPEN,73.3,73.3,27.05,0.584995,8.0,False,2026-05-15,15.97,0.085869,take_profit_2
2026-05-13,NEXT_AVAILABLE_TRADING_DAY,2026-05-14,OPEN,2026-05-14,8926,台汽電,59.7597,59.7,0.001,1469,1469.0,1469.0,87787.0,0.0597,87.7,35.03,35.03,,,,0.0,,0.0,,0.0,122.73,0.0,,0.0,False,False,62.5,0.045855,,52.98,0.1,OPEN,62.5,91812.5,4025.5,0.045855,7.0,False,,,,
2026-05-13,NEXT_AVAILABLE_TRADING_DAY,2026-05-14,OPEN,2026-05-14,2030,彰源,18.3183,18.3,0.001,1,1.0,1.0,18.32,0.0183,0.02,1.0,1.0,,,,0.0,,0.0,,0.0,1.02,0.0,,0.0,False,False,18.5,0.009919,,16.67,0.1,OPEN,18.5,18.5,0.18,0.009919,7.0,False,,,,
2026-05-14,NEXT_AVAILABLE_TRADING_DAY,2026-05-15,OPEN,2026-05-15,2425,承啟,35.4354,35.4,0.001,2580,2580.0,2580.0,91423.33,0.0354,91.33,36.48,36.48,,,,0.0,,0.0,,0.0,127.81,0.0,,0.0,False,False,35.4354,0.0,,32.45,0.1,OPEN,35.0,90300.0,-1123.33,-0.012287,6.0,False,,,,
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,5538,東明-KY,35.2853,35.25,0.001,2834,2834.0,0.0,0.0,0.0353,100.04,39.9,39.9,33.5664,33.6,0.0336,95.22,37.96,37.96,285.38,285.38,558.5,-5234.6,-0.052326,-5234.6,False,False,35.2853,0.0,,33.91,0.1,CLOSED,33.6,0.0,0.0,0.0,0.0,True,2026-05-18,-5234.6,-0.052326,stop_loss
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,1776,展宇,18.9189,18.9,0.001,5285,5285.0,0.0,0.0,0.0189,99.89,39.89,39.89,17.6823,17.7,0.0177,93.54,37.29,37.29,280.35,280.35,550.96,-6892.96,-0.068911,-6892.96,False,False,18.9189,0.0,,17.79,0.1,CLOSED,17.7,0.0,0.0,0.0,1.0,True,2026-05-19,-6892.96,-0.068911,stop_loss
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,6579,研揚,149.149,149.0,0.001,169,169.0,169.0,25206.18,0.149,25.18,10.06,10.06,,,,0.0,,0.0,,0.0,35.24,0.0,,0.0,False,False,159.0,0.066048,,138.46,0.1,OPEN,159.0,26871.0,1664.82,0.066048,5.0,False,,,,
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,3059,華晶科,41.992,41.95,0.001,1,1.0,1.0,41.99,0.042,0.04,1.0,1.0,,,,0.0,,0.0,,0.0,1.04,0.0,,0.0,False,False,43.55,0.037102,,38.86,0.1,OPEN,43.3,43.3,1.31,0.031149,5.0,False,,,,
2026-05-15,NEXT_AVAILABLE_TRADING_DAY,2026-05-18,OPEN,2026-05-18,8163,達方,34.2342,34.2,0.001,1,1.0,1.0,34.23,0.0342,0.03,1.0,1.0,,,,0.0,,0.0,,0.0,1.03,0.0,,0.0,False,False,35.65,0.041356,,31.55,0.1,OPEN,35.55,35.55,1.32,0.038435,5.0,False,,,,
2026-05-18,NEXT_AVAILABLE_TRADING_DAY,2026-05-19,OPEN,2026-05-19,4562,穎漢,43.7437,43.7,0.001,2166,2166.0,2166.0,94748.85,0.0437,94.65,37.8,37.8,,,,0.0,,0.0,,0.0,132.45,0.0,,0.0,False,False,43.7437,0.0,,39.51,0.1,OPEN,42.25,91513.5,-3235.35,-0.034147,4.0,False,,,,
2026-05-19,NEXT_AVAILABLE_TRADING_DAY,2026-05-20,OPEN,2026-05-20,6834,天二科技,56.4564,56.4,0.001,1771,1771.0,443.0,25010.19,0.0564,99.88,39.89,39.89,70.4295,70.5,0.0705,90.17,12.45,35.94,93.6,270.25,536.13,14772.13,0.147686,0.0,True,True,77.5,0.372741,71.3,50.69,0.1,OPEN,77.5,34332.5,9322.31,0.372741,3.0,False,2026-05-22,14772.13,0.147686,take_profit_2
2026-05-19,NEXT_AVAILABLE_TRADING_DAY,2026-05-20,OPEN,2026-05-20,2478,大毅,96.2962,96.2,0.001,1038,1038.0,260.0,25037.01,0.0962,99.86,39.88,39.88,115.884,116.0,0.116,84.79,11.98,33.81,90.04,254.14,512.48,9477.42,0.094779,0.0,True,True,127.5,0.32404,117.3,88.6,0.1,OPEN,120.0,31200.0,6162.99,0.246155,3.0,False,2026-05-21,9477.42,0.094779,take_profit_2
2026-05-19,NEXT_AVAILABLE_TRADING_DAY,2026-05-20,OPEN,2026-05-20,6902,GOGOLOOK,129.129,129.0,0.001,774,774.0,774.0,99945.85,0.129,99.85,39.88,39.88,,,,0.0,,0.0,,0.0,139.73,0.0,,0.0,False,False,138.0,0.068699,,116.84,0.1,OPEN,138.0,106812.0,6866.15,0.068699,3.0,False,,,,
2026-05-19,NEXT_AVAILABLE_TRADING_DAY,2026-05-20,OPEN,2026-05-20,4571,鈞興-KY,229.7295,229.5,0.001,84,84.0,84.0,19297.28,0.2295,19.28,7.7,7.7,,,,0.0,,0.0,,0.0,26.98,0.0,,0.0,False,False,229.7295,0.0,,209.3,0.1,OPEN,227.0,19068.0,-229.28,-0.011881,3.0,False,,,,
2026-05-19,NEXT_AVAILABLE_TRADING_DAY,2026-05-20,OPEN,2026-05-20,3055,蔚華科,122.122,122.0,0.001,1,1.0,0.0,0.0,0.122,0.12,1.0,1.0,111.888,112.0,0.112,0.11,1.0,1.0,0.34,0.34,2.57,-12.57,-0.102096,-12.57,False,False,122.122,0.0,,114.08,0.1,CLOSED,112.0,0.0,0.0,0.0,0.0,True,2026-05-20,-12.57,-0.102096,stop_loss
